(u'huffingtonpost.com', 'huffingtonpost.us.', 'huffingtonpost.us', 'wrongTLD', '54.72.9.51')
(u'huffingtonpost.com', 'huffingtonpost.gr.', 'huffingtonpost.gr', 'wrongTLD', '64.12.89.186')
(u'huffingtonpost.com', 'huffingtonpolst.com.', 'huffingtonpolst.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.ma.', 'huffingtonpost.ma', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpos5.com.', 'huffingtonpos5.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffing5tonpost.com.', 'huffing5tonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpoxt.com.', 'huffingtonpoxt.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hhffingtonpost.com.', 'hhffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpopst.com.', 'huffingtonpopst.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'links-huffingtonpost.com.', 'links-huffingtonpost.com', 'combo', '216.239.34.21')
(u'huffingtonpost.com', 'huffingtonpots.com.', 'huffingtonpots.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.lu.', 'huffingtonpost.lu', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffinjgtonpost.com.', 'huffinjgtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffington-post.com.', 'huffington-post.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtomnpost.com.', 'huffingtomnpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'haffingtonpost.de.', 'haffingtonpost.de', u'homo', '185.53.178.8')
(u'huffingtonpost.com', 'huffingtonpost.com.mx.', 'huffingtonpost.com.mx', 'wrongTLD', '207.200.74.38')
(u'huffingtonpost.com', 'huffingtonposat.com.', 'huffingtonposat.com', u'typo', '184.168.221.17')
(u'huffingtonpost.com', 'huffingtonp9ost.com.', 'huffingtonp9ost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'uffingtonpost.android.', 'uffingtonpost.android', u'typo', '127.0.53.53')
(u'huffingtonpost.com', 'huffingtonpoat.com.', 'huffingtonpoat.com', u'typo', '103.224.182.251')
(u'huffingtonpost.com', 'huffingtonpost.gr.', 'huffingtonpost.gr', 'wrongTLD', '207.200.74.38')
(u'huffingtonpost.com', 'huffingtonpost.gr.', 'huffingtonpost.gr', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'huffingtonpost.tv.', 'huffingtonpost.tv', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huff9ingtonpost.com.', 'huff9ingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonp-ost.com.', 'huffingtonp-ost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.jo.', 'huffingtonpost.jo', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpos6.com.', 'huffingtonpos6.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'luffingtonpost.me.', 'luffingtonpost.me', u'bits', '192.0.78.24')
(u'huffingtonpost.com', 'huffingtonpost.me.', 'huffingtonpost.me', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffoingtonpost.com.', 'huffoingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost-online.com.', 'huffingtonpost-online.com', 'combo', '104.27.139.118')
(u'huffingtonpost.com', 'huffingtonpost.it.', 'huffingtonpost.it', 'wrongTLD', '64.12.89.186')
(u'huffingtonpost.com', 'huffringtonpost.com.', 'huffringtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtohnpost.com.', 'huffingtohnpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'luffingtonpost.me.', 'luffingtonpost.me', u'bits', '192.0.78.25')
(u'huffingtonpost.com', 'huffington-post.co.uk.', 'huffington-post.co.uk', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.it.', 'huffingtonpost.it', 'wrongTLD', '64.12.79.57')
(u'huffingtonpost.com', 'huffuingtonpost.com.', 'huffuingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpiost.com.', 'huffingtonpiost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufingtonpost.es.', 'hufingtonpost.es', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffinvtonpost.com.', 'huffinvtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtojpost.com.', 'huffingtojpost.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'huffingt9onpost.com.', 'huffingt9onpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpostp.com.', 'huffingtonpostp.com', u'typo', '45.56.69.72')
(u'huffingtonpost.com', 'huffijngtonpost.com.', 'huffijngtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hjuffingtonpost.com.', 'hjuffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.it.', 'huffingtonpost.it', 'wrongTLD', '207.200.74.38')
(u'huffingtonpost.com', 'huffingtonposf.com.', 'huffingtonposf.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hu8ffingtonpost.com.', 'hu8ffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.it.', 'huffingtonpost.it', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'hucffingtonpost.com.', 'hucffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huuffingtonpost.com.', 'huuffingtonpost.com', u'typo', '104.24.96.119')
(u'huffingtonpost.com', 'huffingtoonpost.com.', 'huffingtoonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtnopost.com.', 'huffingtnopost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffington0ost.com.', 'huffington0ost.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'huvfingtonpost.com.', 'huvfingtonpost.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtohpost.com.', 'huffingtohpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffington-post.org.', 'huffington-post.org', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'uuffingtonpost.com.', 'uuffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hurfingtonpost.co.uk.', 'hurfingtonpost.co.uk', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huyffingtonpost.com.', 'huyffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'buffingtonpost.org.', 'buffingtonpost.org', u'typo', '208.91.197.27')
(u'huffingtonpost.com', 'hudffingtonpost.com.', 'hudffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinggtonpost.com.', 'huffinggtonpost.com', u'typo', '37.48.65.136')
(u'huffingtonpost.com', 'huffington-post.net.', 'huffington-post.net', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonlost.com.', 'huffingtonlost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huhffingtonpost.com.', 'huhffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtojnpost.com.', 'huffingtojnpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffngtonpost.co.uk.', 'huffngtonpost.co.uk', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.in.', 'huffingtonpost.in', 'wrongTLD', '149.174.110.102')
(u'huffingtonpost.com', 'huffingtonpostr.com.', 'huffingtonpostr.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'h8uffingtonpost.com.', 'h8uffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpos5.com.', 'huffingtonpos5.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.ma.', 'huffingtonpost.ma', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpopst.com.', 'huffingtonpopst.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'links-huffingtonpost.com.', 'links-huffingtonpost.com', 'combo', '216.239.32.21')
(u'huffingtonpost.com', 'huffinjgtonpost.com.', 'huffinjgtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffington-post.com.', 'huffington-post.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huiffingtonpost.com.', 'huiffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingto9npost.com.', 'huffingto9npost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpst.ca.', 'huffingtonpst.ca', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffinggtonpost.com.', 'huffinggtonpost.com', u'typo', '216.157.88.22')
(u'huffingtonpost.com', 'huffingtonp-ost.com.', 'huffingtonp-ost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinggtonpost.com.', 'huffinggtonpost.com', u'typo', '216.157.88.23')
(u'huffingtonpost.com', 'buffingtonpost.net.', 'buffingtonpost.net', u'typo', '199.34.228.59')
(u'huffingtonpost.com', 'huff9ingtonpost.com.', 'huff9ingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffihngtonpost.com.', 'huffihngtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'lhuffingtonpost.it.', 'lhuffingtonpost.it', u'homo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingto0npost.com.', 'huffingto0npost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffoingtonpost.com.', 'huffoingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffiungtonpost.com.', 'huffiungtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufingtonpost.co.uk.', 'hufingtonpost.co.uk', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtohnpost.com.', 'huffingtohnpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffing-tonpost.com.', 'huffing-tonpost.com', u'typo', '207.174.214.206')
(u'huffingtonpost.com', 'huffington-post.co.uk.', 'huffington-post.co.uk', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpist.com.', 'huffingtonpist.com', u'homo', '209.15.13.134')
(u'huffingtonpost.com', 'huffringtonpost.com.', 'huffringtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonposdt.com.', 'huffingtonposdt.com', u'typo', '50.63.202.21')
(u'huffingtonpost.com', 'huffinggtonpost.com.', 'huffinggtonpost.com', u'typo', '216.157.88.26')
(u'huffingtonpost.com', 'huffintonpost.pl.', 'huffintonpost.pl', u'typo', '199.59.242.150')
(u'huffingtonpost.com', 'huffingtonpiost.com.', 'huffingtonpiost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpokst.com.', 'huffingtonpokst.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufingtonpost.es.', 'hufingtonpost.es', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffjngtonpost.com.', 'huffjngtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.eg.', 'huffingtonpost.eg', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffinvtonpost.com.', 'huffinvtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffuingtonpost.com.', 'huffuingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtolnpost.com.', 'huffingtolnpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffington0post.com.', 'huffington0post.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtojpost.com.', 'huffingtojpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'huffi9ngtonpost.com.', 'huffi9ngtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonposf.com.', 'huffingtonposf.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinngtonpost.com.', 'huffinngtonpost.com', u'typo', '216.157.88.26')
(u'huffingtonpost.com', 'huffinftonpost.com.', 'huffinftonpost.com', u'bits', '158.69.143.112')
(u'huffingtonpost.com', 'huffingtenpost.de.', 'huffingtenpost.de', u'homo', '185.53.178.7')
(u'huffingtonpost.com', 'huffinftonpost.com.', 'huffinftonpost.com', u'bits', '158.69.143.113')
(u'huffingtonpost.com', 'huvfingtonpost.com.', 'huvfingtonpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'huffington0ost.com.', 'huffington0ost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'juffingtonpost.com.', 'juffingtonpost.com', u'bits', '165.160.15.20')
(u'huffingtonpost.com', 'huffinngtonpost.com.', 'huffinngtonpost.com', u'typo', '216.157.88.27')
(u'huffingtonpost.com', 'huffingtonposyt.com.', 'huffingtonposyt.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hurfingtonpost.co.uk.', 'hurfingtonpost.co.uk', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'uuffingtonpost.com.', 'uuffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonposts.co.uk.', 'huffingtonposts.co.uk', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufdfingtonpost.com.', 'hufdfingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffinttonpost.com.', 'huffinttonpost.com', u'typo', '103.224.212.222')
(u'huffingtonpost.com', 'huffingtgonpost.com.', 'huffingtgonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonlost.com.', 'huffingtonlost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufingtonpost.com.', 'hufingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.co.nz.', 'huffingtonpost.co.nz', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'huhffingtonpost.com.', 'huhffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpostr.com.', 'huffingtonpostr.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtojnpost.com.', 'huffingtojnpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffngtonpost.co.uk.', 'huffngtonpost.co.uk', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hffingtonpost.com.', 'hffingtonpost.com', u'typo', '162.210.195.123')
(u'huffingtonpost.com', 'huffingtonpost.news.', 'huffingtonpost.news', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.online.', 'huffingtonpost.online', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingto9npost.com.', 'huffingto9npost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huiffingtonpost.com.', 'huiffingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.com.pt.', 'huffingtonpost.com.pt', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.ng.', 'huffingtonpost.ng', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffjingtonpost.com.', 'huffjingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpst.ca.', 'huffingtonpst.ca', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufgfingtonpost.com.', 'hufgfingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonnpost.com.', 'huffingtonnpost.com', u'typo', '51.254.28.160')
(u'huffingtonpost.com', 'huffingtonpoxst.com.', 'huffingtonpoxst.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'lhuffingtonpost.it.', 'lhuffingtonpost.it', u'homo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingto0npost.com.', 'huffingto0npost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinbgtonpost.com.', 'huffinbgtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffihngtonpost.com.', 'huffihngtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonnpost.com.', 'huffingtonnpost.com', u'typo', '51.254.28.162')
(u'huffingtonpost.com', 'hufingtonpost.co.uk.', 'hufingtonpost.co.uk', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonopost.com.', 'huffingtonopost.com', u'typo', '103.224.212.228')
(u'huffingtonpost.com', 'huffingtonpost.fr.', 'huffingtonpost.fr', 'wrongTLD', '64.12.89.186')
(u'huffingtonpost.com', 'huffingtonpost.fr.', 'huffingtonpost.fr', 'wrongTLD', '64.12.79.57')
(u'huffingtonpost.com', 'huffiungtonpost.com.', 'huffiungtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffimgtonpost.com.', 'huffimgtonpost.com', u'homo', '72.52.4.120')
(u'huffingtonpost.com', 'hutfingtonpost.com.', 'hutfingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.wiki.', 'huffingtonpost.wiki', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.eg.', 'huffingtonpost.eg', 'wrongTLD', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonpost.co.za.', 'huffingtonpost.co.za', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'huffinggtonpost.com.', 'huffinggtonpost.com', u'typo', '37.48.65.143')
(u'huffingtonpost.com', 'huffjngtonpost.com.', 'huffjngtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hufcingtonpost.com.', 'hufcingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpokst.com.', 'huffingtonpokst.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtolnpost.com.', 'huffingtolnpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffington0post.com.', 'huffington0post.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffinggonpost.com.', 'huffinggonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpoost.com.', 'huffingtonpoost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffi9ngtonpost.com.', 'huffi9ngtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffigtonpost.com.', 'huffigtonpost.com', u'typo', '208.73.211.165')
(u'huffingtonpost.com', 'huffingtonpost.club.', 'huffingtonpost.club', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.fr.', 'huffingtonpost.fr', 'wrongTLD', '207.200.74.38')
(u'huffingtonpost.com', 'huffintgonpost.com.', 'huffintgonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtopnpost.com.', 'huffingtopnpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.fr.', 'huffingtonpost.fr', 'wrongTLD', '149.174.107.97')
(u'huffingtonpost.com', 'huffongtonpost.com.', 'huffongtonpost.com', u'homo', '199.59.242.150')
(u'huffingtonpost.com', 'huffingfonpost.com.', 'huffingfonpost.com', u'typo', '50.63.202.35')
(u'huffingtonpost.com', 'huffimngtonpost.com.', 'huffimngtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonpost.android.', 'huffingtonpost.android', 'wrongTLD', '127.0.53.53')
(u'huffingtonpost.com', 'hufingtonpost.ca.', 'hufingtonpost.ca', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'juffingtonpost.com.', 'juffingtonpost.com', u'bits', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonppost.com.', 'huffingtonppost.com', u'typo', '216.157.88.23')
(u'huffingtonpost.com', 'huffingtonpost.co.il.', 'huffingtonpost.co.il', 'wrongTLD', '165.160.15.20')
(u'huffingtonpost.com', 'hufingtonpost.de.', 'hufingtonpost.de', u'typo', '72.52.4.120')
(u'huffingtonpost.com', 'huffingtonposyt.com.', 'huffingtonposyt.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonposts.co.uk.', 'huffingtonposts.co.uk', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtonppost.com.', 'huffingtonppost.com', u'typo', '216.157.88.25')
(u'huffingtonpost.com', 'hufdfingtonpost.com.', 'hufdfingtonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'huffingtgonpost.com.', 'huffingtgonpost.com', u'typo', '165.160.13.20')
(u'huffingtonpost.com', 'hyuffingtonpost.com.', 'hyuffingtonpost.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'huffingtonppost.com.', 'huffingtonppost.com', u'typo', '216.157.88.27')
(u'huffingtonpost.com', 'huffingtonpsot.com.', 'huffingtonpsot.com', u'typo', '165.160.15.20')
(u'huffingtonpost.com', 'hufingtonpost.com.', 'hufingtonpost.com', u'typo', '165.160.13.20')
