(u'bloomberg.com', 'bloomberg.sn.', 'bloomberg.sn', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiative.mobi.', 'bloomberg-initiative.mobi', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomb3rg.com.', 'bloomb3rg.com', u'typo', '72.52.4.122')
(u'bloomberg.com', 'bloomberg-usa.eu.', 'bloomberg-usa.eu', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberge.com.', 'bloomberge.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloombergu.org.', 'bloombergu.org', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-trade.com.', 'bloomberg-trade.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-web-intl.com.', 'bloomberg-web-intl.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-university.com.', 'bloomberg-university.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-pasture.com.', 'bloomberg-pasture.com', 'combo', '58.64.208.22')
(u'bloomberg.com', 'bloombergd.com.', 'bloombergd.com', u'typo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg-co.com.', 'bloomberg-co.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.sg.', 'bloomberg.com.sg', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.fj.', 'bloomberg.com.fj', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloombergu.net.', 'bloombergu.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'm-bloomberg.org.', 'm-bloomberg.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.com.dm.', 'bloomberg.com.dm', 'wrongTLD', '165.160.13.20')
(u'bloomberg.com', 'bloombeg.com.', 'bloombeg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-government.co.il.', 'bloomberg-government.co.il', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.com.pr.', 'bloomberg.com.pr', 'wrongTLD', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.ba.', 'bloomberg.ba', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'm-bloomberg.net.', 'm-bloomberg.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg-inc.com.', 'bloomberg-inc.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloombergg.net.', 'bloombergg.net', u'typo', '208.91.197.27')
(u'bloomberg.com', 'ibloomberg.com.', 'ibloomberg.com', u'homo', '69.191.212.191')
(u'bloomberg.com', 'bkoomberg.com.', 'bkoomberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'blolomberg.com.', 'blolomberg.com', u'typo', '50.63.202.7')
(u'bloomberg.com', 'bloombefg.com.', 'bloombefg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloom-berg.com.', 'bloom-berg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'blo0omberg.net.', 'blo0omberg.net', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloombergu.com.', 'bloombergu.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.ac.', 'bloomberg.ac', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'who-is-david-bloomberg.net.', 'who-is-david-bloomberg.net', 'combo', '50.63.202.44')
(u'bloomberg.com', 'bloomberg.fr.', 'bloomberg.fr', 'wrongTLD', '69.187.23.20')
(u'bloomberg.com', 'bloomberg.com.sv.', 'bloomberg.com.sv', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'b1oomberg.nyc.', 'b1oomberg.nyc', u'homo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg-uk.com.', 'bloomberg-uk.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-businessweekmag.com.', 'bloomberg-businessweekmag.com', 'combo', '208.216.217.144')
(u'bloomberg.com', 'bloomberg-businessweekmag.net.', 'bloomberg-businessweekmag.net', 'combo', '50.245.222.114')
(u'bloomberg.com', 'bmoomberg.com.', 'bmoomberg.com', u'bits', '52.4.209.250')
(u'bloomberg.com', 'boomberg.org.', 'boomberg.org', u'typo', '165.160.15.20')
(u'bloomberg.com', 'blomberg.tk.', 'blomberg.tk', u'typo', '188.95.227.20')
(u'bloomberg.com', 'bloomberg-gov.tel.', 'bloomberg-gov.tel', 'combo', '52.50.143.27')
(u'bloomberg.com', 'bloomberg.us.', 'bloomberg.us', 'wrongTLD', '165.160.13.20')
(u'bloomberg.com', 'bbloomberg.com.', 'bbloomberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bl00mberg.us.', 'bl00mberg.us', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomburg.org.', 'bloomburg.org', u'homo', '208.73.210.217')
(u'bloomberg.com', 'blo0omberg.com.', 'blo0omberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'gloomberg.com.', 'gloomberg.com', u'typo', '66.154.84.131')
(u'bloomberg.com', 'bloombergg.com.', 'bloombergg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloemberg.info.', 'bloemberg.info', u'homo', '193.93.174.205')
(u'bloomberg.com', 'bloombergw.org.', 'bloombergw.org', u'typo', '69.191.212.191')
(u'bloomberg.com', 'blolmberg.com.', 'blolmberg.com', u'typo', '52.4.209.250')
(u'bloomberg.com', 'bloomberg-reporting.com.', 'bloomberg-reporting.com', 'combo', '192.99.211.183')
(u'bloomberg.com', 'bloomberg.com.cu.', 'bloomberg.com.cu', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiative.tv.', 'bloomberg-initiative.tv', 'combo', '165.160.15.20')
(u'bloomberg.com', 'blomberg.cn.', 'blomberg.cn', u'typo', '217.19.248.132')
(u'bloomberg.com', 'bloomburg.net.', 'bloomburg.net', u'homo', '208.73.210.217')
(u'bloomberg.com', 'bioomberg.org.', 'bioomberg.org', u'homo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-gov.ca.', 'bloomberg-gov.ca', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg-government.in.', 'bloomberg-government.in', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloombeg.eu.', 'bloombeg.eu', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloombergw.net.', 'bloombergw.net', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloombergh.com.', 'bloombergh.com', u'typo', '72.52.4.122')
(u'bloomberg.com', 'bkloomberg.com.', 'bkloomberg.com', u'typo', '184.168.221.18')
(u'bloomberg.com', 'bloomberg.com.bm.', 'bloomberg.com.bm', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'blomberg.market.', 'blomberg.market', u'typo', '217.19.248.132')
(u'bloomberg.com', 'bloomberg.com.ec.', 'bloomberg.com.ec', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.hk.', 'bloomberg.hk', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-initiatives.org.', 'bloomberg-initiatives.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'blomberg.sg.', 'blomberg.sg', u'typo', '81.8.63.198')
(u'bloomberg.com', 'blomberg.xxx.', 'blomberg.xxx', u'typo', '199.253.28.249')
(u'bloomberg.com', 'bloombert.eu.', 'bloombert.eu', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberf.com.', 'bloomberf.com', u'bits', '69.191.251.238')
(u'bloomberg.com', 'blooomberg.eu.', 'blooomberg.eu', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloombrrg.com.', 'bloombrrg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiatives.net.', 'bloomberg-initiatives.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloombergd.com.', 'bloombergd.com', u'typo', '165.160.13.20')
(u'bloomberg.com', 'bloombergw.com.', 'bloombergw.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.xxx.', 'bloomberg.xxx', 'wrongTLD', '199.253.28.249')
(u'bloomberg.com', 'bloomberg-television.com.', 'bloomberg-television.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'm-bloomberg.org.', 'm-bloomberg.org', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-mail.com.', 'bloomberg-mail.com', 'combo', '65.242.240.115')
(u'bloomberg.com', 'bloomberg.sg.', 'bloomberg.sg', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bliimberg.org.', 'bliimberg.org', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.ro.', 'bloomberg.com.ro', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.pr.', 'bloomberg.com.pr', 'wrongTLD', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-government.co.il.', 'bloomberg-government.co.il', 'combo', '165.160.13.20')
(u'bloomberg.com', 'boomberg.net.', 'boomberg.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.nf.', 'bloomberg.nf', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-initiatives.com.', 'bloomberg-initiatives.com', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.tt.', 'bloomberg.tt', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-mail.com.', 'bloomberg-mail.com', 'combo', '65.242.240.118')
(u'bloomberg.com', 'm-bloomberg.net.', 'm-bloomberg.net', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloolmberg.com.', 'bloolmberg.com', u'typo', '208.73.211.165')
(u'bloomberg.com', 'bloomburg.eu.', 'bloomburg.eu', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.ge.', 'bloomberg.com.ge', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomebrg.com.', 'bloomebrg.com', u'typo', '95.211.219.65')
(u'bloomberg.com', 'b1oomberg.nyc.', 'b1oomberg.nyc', u'homo', '165.160.13.20')
(u'bloomberg.com', 'blo0mberg.org.', 'blo0mberg.org', u'homo', '69.191.251.238')
(u'bloomberg.com', 'boomberg.com.', 'boomberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloombergs.org.', 'bloombergs.org', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloombeerg.com.', 'bloombeerg.com', u'typo', '208.91.196.152')
(u'bloomberg.com', 'boomberg.org.', 'boomberg.org', u'typo', '165.160.13.20')
(u'bloomberg.com', 'who-is-david-bloomberg.com.', 'who-is-david-bloomberg.com', 'combo', '184.168.221.53')
(u'bloomberg.com', 'bloomberg.io.', 'bloomberg.io', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-fon.org.', 'bloomberg-fon.org', 'combo', '69.191.212.191')
(u'bloomberg.com', 'blomberg.hu.', 'blomberg.hu', u'typo', '217.19.248.132')
(u'bloomberg.com', 'bloomebrg.com.', 'bloomebrg.com', u'typo', '95.211.219.67')
(u'bloomberg.com', 'bliimberg.com.', 'bliimberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'lboomberg.com.', 'lboomberg.com', u'typo', '184.168.221.6')
(u'bloomberg.com', 'bloomberg-ohara.com.', 'bloomberg-ohara.com', 'combo', '67.199.38.2')
(u'bloomberg.com', 'bloombergs.net.', 'bloombergs.net', u'typo', '69.191.251.238')
(u'bloomberg.com', 'blo0mberg.net.', 'blo0mberg.net', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-usa.com.', 'bloomberg-usa.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.com.gt.', 'bloomberg.com.gt', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-online.com.', 'bloomberg-online.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'boloomberg.com.', 'boloomberg.com', u'typo', '37.48.65.145')
(u'bloomberg.com', 'bloombarg.com.', 'bloombarg.com', u'homo', '208.73.211.165')
(u'bloomberg.com', 'bloomberb.eu.', 'bloomberb.eu', u'typo', '69.191.212.191')
(u'bloomberg.com', 'blpoomberg.com.', 'blpoomberg.com', u'typo', '184.168.221.3')
(u'bloomberg.com', 'bloomberg-gov.ca.', 'bloomberg-gov.ca', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.co.uk.', 'bloomberg.co.uk', 'wrongTLD', '69.191.252.148')
(u'bloomberg.com', 'bloomberg.ph.', 'bloomberg.ph', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'blomberg.com.ar.', 'blomberg.com.ar', u'typo', '35.185.214.53')
(u'bloomberg.com', 'bloomberg-initiative.tv.', 'bloomberg-initiative.tv', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.com.vi.', 'bloomberg.com.vi', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.lt.', 'bloomberg.lt', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'hloomberg.com.', 'hloomberg.com', u'typo', '104.18.59.143')
(u'bloomberg.com', 'blo0mberg.com.', 'blo0mberg.com', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloombergs.com.', 'bloombergs.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-government.in.', 'bloomberg-government.in', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg-initiative.org.', 'bloomberg-initiative.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloumberg.com.', 'bloumberg.com', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.es.', 'bloomberg.com.es', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.bm.', 'bloomberg.bm', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiatives.org.', 'bloomberg-initiatives.org', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.com.au.', 'bloomberg.com.au', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.ae.', 'bloomberg.ae', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'vloomberg.eu.', 'vloomberg.eu', u'typo', '69.191.212.191')
(u'bloomberg.com', 'www-bloomberg.org.', 'www-bloomberg.org', 'combo', '185.53.177.31')
(u'bloomberg.com', 'bloomberg.com.mt.', 'bloomberg.com.mt', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomgerg.com.', 'bloomgerg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-online-web.com.', 'bloomberg-online-web.com', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiative.net.', 'bloomberg-initiative.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomber.com.', 'bloomber.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiatives.net.', 'bloomberg-initiatives.net', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloomberg.md.', 'bloomberg.md', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.sr.', 'bloomberg.sr', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.net.nz.', 'bloomberg.net.nz', 'wrongTLD', '176.74.27.65')
(u'bloomberg.com', 'bloom-berg.eu.', 'bloom-berg.eu', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.com.pe.', 'bloomberg.com.pe', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'georgina-bloomberg.com.', 'georgina-bloomberg.com', 'combo', '209.99.40.219')
(u'bloomberg.com', 'bloombergt.com.', 'bloombergt.com', u'typo', '103.224.182.245')
(u'bloomberg.com', 'bloomberg-web.com.', 'bloomberg-web.com', 'combo', '69.191.212.191')
(u'bloomberg.com', 'blomberg.st.', 'blomberg.st', u'typo', '94.254.0.48')
(u'bloomberg.com', 'bloomberg-initiative.com.', 'bloomberg-initiative.com', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.biz.', 'bloomberg.biz', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.dm.', 'bloomberg.dm', 'wrongTLD', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.com.ag.', 'bloomberg.com.ag', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-initiatives.com.', 'bloomberg-initiatives.com', 'combo', '165.160.13.20')
(u'bloomberg.com', 'bloooberg.com.', 'bloooberg.com', u'bits', '184.168.221.18')
(u'bloomberg.com', 'bloombverg.com.', 'bloombverg.com', u'typo', '50.63.202.22')
(u'bloomberg.com', 'bloomburg.us.', 'bloomburg.us', u'homo', '69.191.251.238')
(u'bloomberg.com', 'bloombeeg.com.', 'bloombeeg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloombarg.co.uk.', 'bloombarg.co.uk', u'homo', '69.191.212.191')
(u'bloomberg.com', 'mike-bloomberg.org.', 'mike-bloomberg.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.com.fr.', 'bloomberg.com.fr', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bioomberg.com.', 'bioomberg.com', u'homo', '69.191.212.191')
(u'bloomberg.com', 'bloomberg.cg.', 'bloomberg.cg', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'blomberg.io.', 'blomberg.io', u'typo', '80.67.16.8')
(u'bloomberg.com', 'who-is-dave-bloomberg.com.', 'who-is-dave-bloomberg.com', 'combo', '50.63.202.54')
(u'bloomberg.com', 'e-bloomberg.org.', 'e-bloomberg.org', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloombegr.com.', 'bloombegr.com', u'typo', '184.168.221.30')
(u'bloomberg.com', 'blomberg.ws.', 'blomberg.ws', u'typo', '64.70.19.203')
(u'bloomberg.com', 'bloomberg.com.ve.', 'bloomberg.com.ve', 'wrongTLD', '69.191.251.238')
(u'bloomberg.com', 'bloomberg-gov.org.', 'bloomberg-gov.org', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloombberg.com.', 'bloombberg.com', u'typo', '69.191.251.238')
(u'bloomberg.com', 'blpomberg.com.', 'blpomberg.com', u'typo', '69.191.212.191')
(u'bloomberg.com', 'bloomber.de.', 'bloomber.de', u'typo', '185.53.178.6')
(u'bloomberg.com', 'blooberg.org.', 'blooberg.org', u'typo', '69.191.212.191')
(u'bloomberg.com', 'mike-bloomberg.net.', 'mike-bloomberg.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberf.com.', 'bloomberf.com', u'bits', '69.191.212.191')
(u'bloomberg.com', 'news-bloomberg.eu.', 'news-bloomberg.eu', 'combo', '69.191.212.191')
(u'bloomberg.com', 'e-bloomberg.net.', 'e-bloomberg.net', 'combo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.org.', 'bloomberg.org', 'wrongTLD', '52.86.148.246')
(u'bloomberg.com', 'bloomberg.com.ar.', 'bloomberg.com.ar', 'wrongTLD', '165.160.15.20')
(u'bloomberg.com', 'vloomberg.org.', 'vloomberg.org', u'typo', '69.191.251.238')
(u'bloomberg.com', 'bloomberg.ps.', 'bloomberg.ps', 'wrongTLD', '69.191.212.191')
(u'bloomberg.com', 'bloomberg-gov.net.', 'bloomberg-gov.net', 'combo', '165.160.15.20')
(u'bloomberg.com', 'bloomberg.je.', 'bloomberg.je', 'wrongTLD', '69.191.212.191')
