(u'priceline.com', 'prjiceline.com.', 'prjiceline.com', u'typo', '52.86.163.26')
(u'priceline.com', 'pricedline.com.', 'pricedline.com', u'typo', '52.52.18.176')
(u'priceline.com', '0riceline.com.', '0riceline.com', u'bits', '52.52.64.247')
(u'priceline.com', 'piceline.com.', 'piceline.com', u'typo', '64.6.21.2')
(u'priceline.com', 'pricelune.com.', 'pricelune.com', u'homo', '64.6.21.2')
(u'priceline.com', 'pricseline.com.', 'pricseline.com', u'typo', '64.6.28.2')
(u'priceline.com', 'priceline-auto.com.', 'priceline-auto.com', 'combo', '64.6.21.2')
(u'priceline.com', 'pricekine.co.uk.', 'pricekine.co.uk', u'typo', '64.6.28.42')
(u'priceline.com', 'interchange-priceline.com.', 'interchange-priceline.com', 'combo', '23.22.216.234')
(u'priceline.com', 'pricelin4.com.', 'pricelin4.com', u'typo', '23.22.216.234')
(u'priceline.com', 'pricelne.com.', 'pricelne.com', u'typo', '64.6.21.2')
